"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"P53840"	"Topoisomerase 1-associated factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOF1 PE=1 SV=1"	"0.000"	"73.489"	"12"	"12"	"24"	"12"	"1238"	"141.0"	"6.10"	"81.63"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P07283"	"Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC53 PE=1 SV=1"	"0.000"	"73.456"	"24"	"7"	"59"	"7"	"254"	"29.0"	"5.24"	"186.59"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q08287"	"60S ribosome subunit biogenesis protein NOP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP8 PE=1 SV=1"	"0.000"	"73.387"	"21"	"8"	"35"	"8"	"484"	"56.9"	"5.96"	"110.14"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P27692"	"Transcription elongation factor SPT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT5 PE=1 SV=1"	"0.000"	"73.350"	"18"	"12"	"31"	"12"	"1063"	"115.6"	"5.25"	"74.85"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P50094"	"Inosine-5'-monophosphate dehydrogenase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD4 PE=1 SV=1"	"0.000"	"73.184"	"21"	"7"	"38"	"2"	"524"	"56.4"	"8.16"	"115.18"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P53734"	"ATP-dependent RNA helicase DBP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBP6 PE=1 SV=1"	"0.000"	"72.705"	"15"	"7"	"29"	"7"	"629"	"70.3"	"6.25"	"104.64"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P10614"	"Lanosterol 14-alpha demethylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG11 PE=1 SV=1"	"0.000"	"72.685"	"22"	"9"	"41"	"9"	"530"	"60.7"	"8.66"	"97.94"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P40024"	"ABC transporter ATP-binding protein ARB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARB1 PE=1 SV=1"	"0.000"	"72.678"	"21"	"11"	"33"	"11"	"610"	"68.3"	"6.51"	"104.09"	"11"	"1"
"False"	"High"	"IsMasterProtein"	"Q03940"	"RuvB-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RVB1 PE=1 SV=1"	"0.000"	"72.665"	"32"	"10"	"71"	"10"	"463"	"50.4"	"5.87"	"169.74"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P39925"	"Mitochondrial respiratory chain complexes assembly protein AFG3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG3 PE=1 SV=1"	"0.000"	"72.635"	"14"	"10"	"33"	"10"	"761"	"84.5"	"9.16"	"103.87"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P0CX21"	"Y' element ATP-dependent helicase protein 1 copy 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YRF1-5 PE=2 SV=1"	"0.000"	"72.455"	"9"	"12"	"29"	"3"	"1796"	"203.7"	"7.56"	"85.99"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P40531"	"Protein GVP36 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GVP36 PE=1 SV=1"	"0.000"	"72.420"	"32"	"6"	"26"	"6"	"326"	"36.6"	"4.97"	"97.53"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q12339"	"rRNA-processing protein UTP23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP23 PE=1 SV=1"	"0.000"	"72.419"	"31"	"9"	"31"	"9"	"254"	"28.8"	"10.04"	"82.64"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"Q03532"	"ATP-dependent RNA helicase HAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAS1 PE=1 SV=1"	"0.000"	"72.398"	"29"	"9"	"46"	"9"	"505"	"56.7"	"9.33"	"166.38"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P53881"	"54S ribosomal protein L22, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL22 PE=1 SV=2"	"0.000"	"72.386"	"37"	"11"	"33"	"11"	"309"	"34.9"	"9.98"	"103.42"	"11"	"1"
"False"	"High"	"IsMasterProtein"	"P33202"	"Ubiquitin fusion degradation protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UFD4 PE=1 SV=1"	"0.000"	"72.378"	"8"	"9"	"25"	"9"	"1483"	"167.7"	"4.91"	"69.27"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P34248"	"Probable intramembrane protease YKL100C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKL100C PE=1 SV=1"	"0.000"	"72.370"	"14"	"7"	"37"	"7"	"587"	"67.5"	"5.57"	"103.17"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P0CX43"	"60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL1A PE=1 SV=1"	"0.000"	"72.342"	"28"	"7"	"76"	"7"	"217"	"24.5"	"9.72"	"263.76"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P27697"	"Atypical kinase COQ8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COQ8 PE=1 SV=1"	"0.000"	"72.332"	"20"	"7"	"30"	"7"	"501"	"56.7"	"9.33"	"88.85"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P43579"	"Ino eighty subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IES1 PE=1 SV=1"	"0.000"	"72.308"	"15"	"8"	"26"	"8"	"692"	"78.7"	"5.15"	"86.75"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P21243"	"Proteasome subunit alpha type-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCL1 PE=1 SV=1"	"0.000"	"72.299"	"36"	"8"	"32"	"8"	"252"	"28.0"	"6.24"	"106.33"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P42841"	"Polyadenylation factor subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFS2 PE=1 SV=1"	"0.000"	"72.259"	"17"	"7"	"20"	"7"	"465"	"53.1"	"8.15"	"66.25"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P53972"	"25S rRNA (cytosine(2278)-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCM1 PE=1 SV=1"	"0.000"	"72.148"	"27"	"11"	"36"	"11"	"490"	"56.1"	"8.73"	"101.58"	"11"	"1"
"False"	"High"	"IsMasterProtein"	"P18962"	"Dipeptidyl aminopeptidase B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAP2 PE=1 SV=2"	"0.000"	"72.105"	"8"	"5"	"26"	"5"	"818"	"93.3"	"5.50"	"87.74"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P32465"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT1 PE=1 SV=1"	"0.000"	"71.947"	"10"	"4"	"32"	"4"	"570"	"63.2"	"7.42"	"142.41"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q06632"	"Protein CFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CFT1 PE=1 SV=1"	"0.000"	"71.876"	"9"	"9"	"25"	"9"	"1357"	"153.3"	"5.91"	"89.59"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"Q00578"	"General transcription and DNA repair factor IIH helicase subunit XPB OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSL2 PE=1 SV=1"	"0.000"	"71.764"	"14"	"9"	"30"	"9"	"843"	"95.3"	"6.07"	"94.87"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P40564"	"DnaJ-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DJP1 PE=1 SV=1"	"0.000"	"71.661"	"33"	"10"	"28"	"10"	"432"	"48.5"	"5.20"	"74.13"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P32419"	"Malate dehydrogenase, peroxisomal OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDH3 PE=1 SV=3"	"0.000"	"71.547"	"40"	"10"	"39"	"10"	"343"	"37.2"	"9.20"	"119.77"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P40345"	"Phospholipid:diacylglycerol acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LRO1 PE=1 SV=1"	"0.000"	"71.511"	"18"	"9"	"37"	"9"	"661"	"75.3"	"6.68"	"127.85"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P21304"	"Periodic tryptophan protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PWP1 PE=1 SV=1"	"0.000"	"71.490"	"18"	"8"	"37"	"8"	"576"	"63.8"	"4.61"	"138.28"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P35845"	"Oxysterol-binding protein homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWH1 PE=1 SV=4"	"0.000"	"71.388"	"17"	"12"	"30"	"12"	"1188"	"135.0"	"5.57"	"90.98"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P25298"	"mRNA 3'-end-processing protein RNA14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNA14 PE=1 SV=2"	"0.000"	"71.384"	"17"	"9"	"20"	"9"	"677"	"79.9"	"5.77"	"91.42"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P32582"	"Cystathionine beta-synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS4 PE=1 SV=1"	"0.000"	"71.375"	"23"	"10"	"39"	"10"	"507"	"56.0"	"6.70"	"118.68"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P29539"	"Telomere length regulator protein RIF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIF1 PE=1 SV=3"	"0.000"	"71.063"	"8"	"12"	"35"	"12"	"1916"	"217.8"	"6.57"	"83.68"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P08417"	"Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUM1 PE=1 SV=2"	"0.000"	"71.041"	"15"	"7"	"37"	"7"	"488"	"53.1"	"8.25"	"118.47"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P19263"	"Mediator of RNA polymerase II transcription subunit 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RGR1 PE=1 SV=2"	"0.000"	"70.938"	"9"	"9"	"32"	"9"	"1082"	"123.3"	"8.75"	"96.95"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P39954"	"Adenosylhomocysteinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAH1 PE=1 SV=1"	"0.000"	"70.835"	"15"	"7"	"35"	"7"	"449"	"49.1"	"6.24"	"102.56"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P32569"	"Mediator of RNA polymerase II transcription subunit 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRB4 PE=1 SV=1"	"0.000"	"70.789"	"18"	"9"	"22"	"9"	"687"	"78.4"	"5.35"	"79.35"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"Q05471"	"Helicase SWR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWR1 PE=1 SV=1"	"0.000"	"70.773"	"11"	"12"	"28"	"12"	"1514"	"174.4"	"6.24"	"58.09"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P10869"	"Aspartokinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM3 PE=1 SV=2"	"0.000"	"70.699"	"16"	"7"	"27"	"7"	"527"	"58.1"	"6.67"	"96.03"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P32832"	"Chromatin structure-remodeling complex subunit RSC7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPL6 PE=1 SV=1"	"0.000"	"70.637"	"23"	"8"	"30"	"8"	"435"	"49.6"	"4.96"	"104.25"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P25045"	"Serine palmitoyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LCB1 PE=1 SV=2"	"0.000"	"70.559"	"16"	"6"	"42"	"6"	"558"	"62.2"	"6.18"	"131.89"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P38061"	"60S ribosomal protein L32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL32 PE=1 SV=1"	"0.000"	"70.544"	"62"	"9"	"47"	"9"	"130"	"14.8"	"11.17"	"98.97"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P00817"	"Inorganic pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IPP1 PE=1 SV=4"	"0.000"	"70.533"	"22"	"6"	"36"	"6"	"287"	"32.3"	"5.58"	"123.83"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P40008"	"Protein FMP52, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMP52 PE=1 SV=1"	"0.000"	"70.529"	"36"	"8"	"32"	"8"	"231"	"25.1"	"9.25"	"88.88"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"Q03957"	"CTD kinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTK1 PE=1 SV=1"	"0.000"	"70.502"	"21"	"9"	"39"	"9"	"528"	"60.5"	"9.48"	"104.18"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P38428"	"Coupling of ubiquitin conjugation to ER degradation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CUE1 PE=1 SV=2"	"0.000"	"70.404"	"31"	"5"	"31"	"5"	"203"	"22.7"	"6.70"	"100.38"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q05166"	"Nucleoporin ASM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASM4 PE=1 SV=1"	"0.000"	"70.363"	"29"	"8"	"36"	"8"	"528"	"58.8"	"7.94"	"144.71"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P47057"	"Sorting nexin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNX4 PE=1 SV=1"	"0.000"	"70.221"	"25"	"10"	"27"	"10"	"423"	"49.0"	"6.49"	"85.29"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P40154"	"Ino eighty subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IES2 PE=1 SV=1"	"0.000"	"70.164"	"28"	"10"	"39"	"10"	"320"	"36.1"	"4.70"	"111.35"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P14907"	"Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1"	"0.000"	"70.101"	"16"	"8"	"30"	"8"	"823"	"86.5"	"6.30"	"109.43"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P53140"	"Protein RMD9, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RMD9 PE=1 SV=1"	"0.000"	"69.918"	"19"	"10"	"26"	"9"	"646"	"74.5"	"7.99"	"81.50"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P25569"	"Glucose-induced degradation protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GID7 PE=1 SV=2"	"0.000"	"69.889"	"21"	"9"	"24"	"9"	"745"	"84.5"	"6.18"	"68.48"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"Q12180"	"Halotolerance protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAL9 PE=1 SV=1"	"0.000"	"69.769"	"11"	"10"	"23"	"10"	"1030"	"117.9"	"7.71"	"71.47"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P05740"	"60S ribosomal protein L17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL17A PE=1 SV=4"	"0.000"	"69.756"	"37"	"7"	"70"	"2"	"184"	"20.5"	"10.92"	"201.58"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P32867"	"Protein SSO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSO1 PE=1 SV=2"	"0.000"	"69.570"	"16"	"5"	"26"	"5"	"290"	"33.1"	"5.30"	"104.07"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P31116"	"Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM6 PE=1 SV=1"	"0.000"	"69.461"	"28"	"9"	"28"	"9"	"359"	"38.5"	"7.44"	"97.24"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P33441"	"THO complex subunit MFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MFT1 PE=1 SV=1"	"0.000"	"69.412"	"26"	"10"	"32"	"10"	"392"	"45.0"	"4.54"	"110.32"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"Q06337"	"Chromatin modification-related protein EAF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EAF1 PE=1 SV=2"	"0.000"	"69.356"	"15"	"12"	"42"	"12"	"982"	"112.4"	"9.04"	"85.26"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P17106"	"Centromere-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBF1 PE=1 SV=2"	"0.000"	"69.346"	"33"	"11"	"32"	"11"	"351"	"39.4"	"5.03"	"79.90"	"11"	"1"
"False"	"High"	"IsMasterProtein"	"Q12000"	"Translation machinery-associated protein 46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA46 PE=1 SV=2"	"0.000"	"69.341"	"15"	"5"	"22"	"5"	"345"	"39.5"	"9.33"	"103.64"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P31755"	"Initiation-specific alpha-1,6-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCH1 PE=1 SV=1"	"0.000"	"69.314"	"15"	"6"	"27"	"6"	"480"	"55.1"	"7.68"	"89.53"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P16547"	"Mitochondrial outer membrane protein OM45 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OM45 PE=1 SV=2"	"0.000"	"69.269"	"28"	"12"	"32"	"12"	"393"	"44.6"	"8.59"	"90.17"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P32504"	"Centromere DNA-binding protein complex CBF3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBF2 PE=1 SV=1"	"0.000"	"69.245"	"8"	"9"	"23"	"9"	"956"	"111.8"	"6.19"	"80.24"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P46951"	"Cargo-transport protein YPP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPP1 PE=1 SV=1"	"0.000"	"69.197"	"11"	"9"	"24"	"9"	"817"	"95.3"	"5.35"	"85.03"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P07267"	"Saccharopepsin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP4 PE=1 SV=1"	"0.000"	"68.927"	"23"	"9"	"41"	"9"	"405"	"44.5"	"4.84"	"151.45"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P19735"	"Pre-mRNA-splicing factor 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP6 PE=1 SV=1"	"0.000"	"68.899"	"11"	"9"	"23"	"9"	"899"	"104.2"	"8.02"	"73.16"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P52891"	"Nucleoporin NUP84 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP84 PE=1 SV=1"	"0.000"	"68.871"	"13"	"8"	"36"	"8"	"726"	"83.6"	"4.84"	"90.23"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P07248"	"Regulatory protein ADR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADR1 PE=1 SV=2"	"0.000"	"68.798"	"10"	"10"	"28"	"10"	"1323"	"150.8"	"6.73"	"77.28"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P53551"	"Histone H1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HHO1 PE=1 SV=1"	"0.000"	"68.720"	"21"	"6"	"39"	"6"	"258"	"27.8"	"10.21"	"154.05"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P22353"	"54S ribosomal protein L8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL8 PE=1 SV=4"	"0.000"	"68.645"	"44"	"7"	"26"	"7"	"238"	"26.9"	"9.80"	"79.13"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q06218"	"ATP-dependent RNA helicase DBP9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBP9 PE=1 SV=1"	"0.000"	"68.587"	"14"	"7"	"40"	"7"	"594"	"68.0"	"9.19"	"90.38"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P04456"	"60S ribosomal protein L25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL25 PE=1 SV=4"	"0.000"	"68.559"	"49"	"8"	"64"	"8"	"142"	"15.7"	"10.11"	"131.16"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P25588"	"Mediator of replication checkpoint protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRC1 PE=1 SV=3"	"0.000"	"68.558"	"12"	"12"	"31"	"12"	"1096"	"124.3"	"5.30"	"85.58"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"Q04182"	"ATP-dependent permease PDR15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDR15 PE=1 SV=1"	"0.000"	"68.535"	"11"	"9"	"32"	"6"	"1529"	"172.1"	"7.94"	"94.90"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P53276"	"U3 small nucleolar RNA-associated protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP8 PE=1 SV=1"	"0.000"	"68.403"	"14"	"9"	"36"	"9"	"713"	"80.1"	"5.17"	"103.67"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P36112"	"MICOS complex subunit MIC60 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIC60 PE=1 SV=1"	"0.000"	"68.308"	"27"	"12"	"26"	"12"	"540"	"61.0"	"6.60"	"91.29"	"12"	"1"
"False"	"High"	"IsMasterProtein"	"P12684"	"3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMG2 PE=1 SV=1"	"0.000"	"68.271"	"9"	"7"	"37"	"6"	"1045"	"115.6"	"7.58"	"116.60"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P13186"	"Serine/threonine-protein kinase KIN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KIN2 PE=1 SV=3"	"0.000"	"68.063"	"11"	"10"	"28"	"8"	"1147"	"128.3"	"9.41"	"66.38"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P26321"	"60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL5 PE=1 SV=4"	"0.000"	"68.004"	"40"	"9"	"58"	"9"	"297"	"33.7"	"6.83"	"170.01"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P05374"	"Phosphatidylethanolamine N-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHO2 PE=1 SV=1"	"0.000"	"68.002"	"9"	"8"	"50"	"8"	"869"	"101.1"	"8.35"	"138.88"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P15801"	"DNA polymerase gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIP1 PE=1 SV=3"	"0.000"	"67.967"	"11"	"11"	"27"	"11"	"1254"	"143.4"	"8.76"	"90.47"	"11"	"1"
"False"	"High"	"IsMasterProtein"	"P43611"	"Outer spore wall protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OSW7 PE=1 SV=1"	"0.000"	"67.924"	"16"	"6"	"19"	"6"	"510"	"59.3"	"4.78"	"67.37"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P53070"	"Mitochondrial translation optimization protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTO1 PE=1 SV=2"	"0.000"	"67.921"	"17"	"10"	"25"	"10"	"669"	"74.2"	"8.29"	"68.79"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P80428"	"Actin-related protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP4 PE=1 SV=1"	"0.000"	"67.920"	"26"	"11"	"36"	"11"	"489"	"54.8"	"5.45"	"86.75"	"11"	"1"
"False"	"High"	"IsMasterProtein"	"P00330"	"Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5"	"0.000"	"67.848"	"36"	"7"	"82"	"7"	"348"	"36.8"	"6.68"	"272.68"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P25632"	"Chromatin structure-remodeling complex protein RSC6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC6 PE=1 SV=1"	"0.000"	"67.840"	"19"	"7"	"36"	"7"	"483"	"54.1"	"4.86"	"100.45"	"7"	"1"
