"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"Q03330"	"Histone acetyltransferase GCN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN5 PE=1 SV=1"	"0.000"	"67.321"	"25"	"8"	"21"	"8"	"439"	"51.0"	"6.65"	"61.54"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P38071"	"Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ETR1 PE=1 SV=3"	"0.000"	"67.319"	"25"	"7"	"32"	"7"	"380"	"42.0"	"9.00"	"107.14"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P15565"	"tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRM1 PE=1 SV=1"	"0.000"	"67.183"	"25"	"9"	"26"	"9"	"570"	"64.0"	"9.09"	"79.86"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P38988"	"Mitochondrial GTP/GDP carrier protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GGC1 PE=1 SV=1"	"0.000"	"67.091"	"28"	"8"	"62"	"8"	"300"	"33.2"	"10.02"	"248.89"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"Q12259"	"BTB/POZ domain-containing protein YLR108C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR108C PE=1 SV=1"	"0.000"	"66.941"	"18"	"7"	"31"	"7"	"485"	"55.6"	"7.74"	"86.73"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q07897"	"Protein CMS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMS1 PE=1 SV=1"	"0.000"	"66.863"	"32"	"10"	"32"	"10"	"291"	"33.4"	"8.19"	"98.26"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P40562"	"ATP-dependent DNA helicase MPH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MPH1 PE=1 SV=1"	"0.000"	"66.827"	"9"	"7"	"15"	"7"	"993"	"114.0"	"7.31"	"51.31"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q04347"	"Bud site selection protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUD22 PE=1 SV=1"	"0.000"	"66.653"	"18"	"8"	"24"	"8"	"519"	"60.0"	"8.79"	"63.17"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P19454"	"Casein kinase II subunit alpha' OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CKA2 PE=1 SV=2"	"0.000"	"66.637"	"17"	"5"	"34"	"5"	"339"	"39.4"	"8.53"	"143.85"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P0CX48"	"40S ribosomal protein S11-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS11B PE=1 SV=1"	"0.000"	"66.570"	"55"	"8"	"198"	"8"	"156"	"17.7"	"10.78"	"467.57"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"Q03532"	"ATP-dependent RNA helicase HAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAS1 PE=1 SV=1"	"0.000"	"66.560"	"29"	"8"	"39"	"8"	"505"	"56.7"	"9.33"	"161.11"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P25617"	"Uncharacterized protein YCR016W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR016W PE=1 SV=2"	"0.000"	"66.491"	"20"	"6"	"19"	"6"	"290"	"33.6"	"7.93"	"66.23"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P38077"	"ATP synthase subunit gamma, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP3 PE=1 SV=1"	"0.000"	"66.471"	"22"	"6"	"43"	"6"	"311"	"34.3"	"9.31"	"195.11"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P34761"	"Protein WHI3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WHI3 PE=1 SV=1"	"0.000"	"66.464"	"12"	"6"	"21"	"5"	"661"	"71.2"	"8.38"	"74.15"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P05743"	"60S ribosomal protein L26-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL26A PE=1 SV=3"	"0.000"	"66.429"	"57"	"8"	"131"	"2"	"127"	"14.2"	"10.58"	"423.83"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"Q03661"	"Silent chromatin protein ESC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESC1 PE=1 SV=1"	"0.000"	"66.316"	"9"	"10"	"22"	"10"	"1658"	"187.0"	"4.50"	"58.61"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P49017"	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COQ5 PE=1 SV=1"	"0.000"	"66.305"	"24"	"4"	"15"	"4"	"307"	"34.7"	"6.55"	"68.16"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q08886"	"Guanine nucleotide-binding protein subunit beta 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPB1 PE=1 SV=1"	"0.000"	"66.278"	"10"	"7"	"17"	"7"	"897"	"100.9"	"6.67"	"63.60"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P29496"	"Minichromosome maintenance protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM5 PE=1 SV=1"	"0.000"	"66.272"	"19"	"9"	"24"	"9"	"775"	"86.4"	"5.71"	"81.22"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P17883"	"Superkiller protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKI3 PE=1 SV=2"	"0.000"	"66.106"	"5"	"6"	"27"	"6"	"1432"	"163.6"	"5.38"	"84.48"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P32524"	"Pre-mRNA-splicing factor PRP21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP21 PE=1 SV=1"	"0.000"	"66.077"	"26"	"8"	"30"	"8"	"280"	"33.0"	"7.90"	"103.77"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P53115"	"Chromatin-remodeling ATPase INO80 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INO80 PE=1 SV=1"	"0.000"	"66.008"	"9"	"10"	"22"	"10"	"1489"	"171.3"	"5.74"	"87.06"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P05748"	"60S ribosomal protein L15-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL15A PE=1 SV=3"	"0.000"	"65.981"	"35"	"8"	"174"	"1"	"204"	"24.4"	"11.39"	"431.44"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P40215"	"External NADH-ubiquinone oxidoreductase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NDE1 PE=1 SV=1"	"0.000"	"65.975"	"16"	"7"	"34"	"7"	"560"	"62.7"	"9.28"	"87.03"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P09457"	"ATP synthase subunit 5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP5 PE=1 SV=1"	"0.000"	"65.941"	"25"	"6"	"39"	"6"	"212"	"22.8"	"9.57"	"146.19"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P12753"	"DNA repair protein RAD50 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD50 PE=1 SV=1"	"0.000"	"65.927"	"6"	"6"	"19"	"6"	"1312"	"152.5"	"6.06"	"80.95"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P31755"	"Initiation-specific alpha-1,6-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCH1 PE=1 SV=1"	"0.000"	"65.878"	"20"	"6"	"33"	"6"	"480"	"55.1"	"7.68"	"104.55"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P33333"	"Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLC1 PE=1 SV=1"	"0.000"	"65.705"	"30"	"8"	"34"	"8"	"303"	"33.9"	"9.60"	"124.97"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"Q03656"	"Serine/threonine-protein kinase SKY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKY1 PE=1 SV=1"	"0.000"	"65.691"	"15"	"7"	"17"	"7"	"742"	"83.2"	"6.23"	"52.83"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P25631"	"Ankyrin repeat-containing protein YCR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR051W PE=1 SV=1"	"0.000"	"65.687"	"63"	"8"	"27"	"8"	"222"	"24.7"	"4.63"	"98.43"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P14772"	"Bile pigment transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPT1 PE=1 SV=2"	"0.000"	"65.604"	"9"	"9"	"28"	"8"	"1559"	"176.8"	"7.65"	"94.42"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P25555"	"Single-strand telomeric DNA-binding protein GBP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GBP2 PE=1 SV=1"	"0.000"	"65.480"	"36"	"10"	"45"	"10"	"427"	"48.7"	"6.28"	"164.11"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"Q06511"	"Ribosomal RNA-processing protein 15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP15 PE=1 SV=1"	"0.000"	"65.411"	"26"	"7"	"36"	"7"	"250"	"28.2"	"5.76"	"107.69"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q06178"	"Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMA1 PE=1 SV=1"	"0.000"	"65.343"	"21"	"7"	"34"	"4"	"401"	"45.8"	"6.90"	"109.01"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P53734"	"ATP-dependent RNA helicase DBP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBP6 PE=1 SV=1"	"0.000"	"65.315"	"19"	"7"	"37"	"7"	"629"	"70.3"	"6.25"	"113.06"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P20795"	"Vacuolar protein sorting-associated protein 33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS33 PE=1 SV=1"	"0.000"	"65.283"	"11"	"6"	"19"	"6"	"691"	"79.2"	"5.29"	"79.49"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q12480"	"Probable electron transfer flavoprotein subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM45 PE=1 SV=1"	"0.000"	"65.268"	"34"	"8"	"26"	"8"	"344"	"36.8"	"8.51"	"99.45"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P53691"	"Peptidyl-prolyl cis-trans isomerase CPR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR6 PE=1 SV=1"	"0.000"	"65.159"	"19"	"7"	"23"	"7"	"371"	"42.0"	"6.16"	"76.26"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P20449"	"ATP-dependent RNA helicase DBP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBP5 PE=1 SV=2"	"0.000"	"65.121"	"14"	"6"	"32"	"6"	"482"	"53.8"	"7.43"	"101.65"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P04037"	"Cytochrome c oxidase subunit 4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX4 PE=1 SV=1"	"0.000"	"65.074"	"36"	"4"	"27"	"4"	"155"	"17.1"	"6.90"	"103.68"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q08287"	"60S ribosome subunit biogenesis protein NOP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP8 PE=1 SV=1"	"0.000"	"65.056"	"18"	"6"	"21"	"6"	"484"	"56.9"	"5.96"	"67.73"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q08157"	"Uncharacterized membrane protein YOL019W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOL019W PE=1 SV=1"	"0.000"	"65.040"	"37"	"10"	"21"	"10"	"551"	"60.9"	"6.38"	"58.67"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P39006"	"Phosphatidylserine decarboxylase proenzyme 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSD1 PE=1 SV=1"	"0.000"	"65.027"	"18"	"7"	"18"	"7"	"500"	"56.6"	"9.10"	"61.80"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P54838"	"Dihydroxyacetone kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAK1 PE=1 SV=1"	"0.000"	"64.980"	"12"	"5"	"29"	"5"	"584"	"62.2"	"5.41"	"101.48"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P42839"	"Low affinity vacuolar monovalent cation/H(+) antiporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VNX1 PE=1 SV=1"	"0.000"	"64.822"	"10"	"7"	"21"	"7"	"908"	"102.4"	"7.15"	"81.91"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q07950"	"Sterol esterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEH2 PE=1 SV=1"	"0.000"	"64.797"	"15"	"7"	"26"	"7"	"538"	"62.4"	"8.41"	"93.06"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P36015"	"Synaptobrevin homolog YKT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKT6 PE=1 SV=1"	"0.000"	"64.739"	"42"	"6"	"23"	"6"	"200"	"22.7"	"5.69"	"93.11"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P21242"	"Probable proteasome subunit alpha type-7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE10 PE=1 SV=2"	"0.000"	"64.677"	"34"	"6"	"45"	"6"	"288"	"31.5"	"5.19"	"164.94"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P38075"	"Pyridoxamine 5'-phosphate oxidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDX3 PE=1 SV=1"	"0.000"	"64.640"	"26"	"6"	"21"	"6"	"228"	"26.9"	"7.49"	"59.50"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q03281"	"Inner nuclear membrane protein HEH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEH2 PE=1 SV=1"	"0.000"	"64.636"	"22"	"8"	"21"	"8"	"663"	"76.3"	"7.78"	"64.20"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P25623"	"Suppressor of yeast profilin deletion OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYP1 PE=1 SV=3"	"0.000"	"64.629"	"16"	"9"	"24"	"9"	"870"	"96.1"	"8.59"	"59.45"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P54780"	"60S ribosomal protein L15-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL15B PE=1 SV=2"	"0.000"	"64.629"	"35"	"8"	"152"	"1"	"204"	"24.4"	"11.39"	"363.37"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P25569"	"Glucose-induced degradation protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GID7 PE=1 SV=2"	"0.000"	"64.578"	"13"	"5"	"24"	"5"	"745"	"84.5"	"6.18"	"67.39"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q08651"	"Probable oxidoreductase ENV9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENV9 PE=1 SV=1"	"0.000"	"64.493"	"15"	"4"	"19"	"4"	"330"	"37.5"	"8.32"	"83.67"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12154"	"ATPase GET3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GET3 PE=1 SV=1"	"0.000"	"64.316"	"25"	"5"	"27"	"5"	"354"	"39.3"	"5.00"	"117.69"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P38070"	"Serine/threonine-protein kinase YPK3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK3 PE=1 SV=1"	"0.000"	"64.293"	"14"	"6"	"21"	"6"	"525"	"59.6"	"7.81"	"78.71"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P24280"	"SEC14 cytosolic factor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC14 PE=1 SV=3"	"0.000"	"64.188"	"38"	"8"	"30"	"8"	"304"	"34.9"	"5.49"	"86.12"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P25588"	"Mediator of replication checkpoint protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRC1 PE=1 SV=3"	"0.000"	"64.169"	"11"	"9"	"26"	"9"	"1096"	"124.3"	"5.30"	"79.18"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P25586"	"KRR1 small subunit processome component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRR1 PE=1 SV=1"	"0.000"	"64.006"	"36"	"9"	"35"	"9"	"316"	"37.1"	"9.39"	"133.02"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"Q06632"	"Protein CFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CFT1 PE=1 SV=1"	"0.000"	"63.942"	"12"	"9"	"22"	"9"	"1357"	"153.3"	"5.91"	"81.97"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P36010"	"Nucleoside diphosphate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNK1 PE=1 SV=1"	"0.000"	"63.925"	"43"	"5"	"26"	"5"	"153"	"17.2"	"8.60"	"103.57"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P41819"	"Dimethyladenosine transferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIM1 PE=3 SV=1"	"0.000"	"63.922"	"40"	"10"	"44"	"10"	"318"	"35.9"	"9.55"	"135.96"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P40059"	"Transcriptional regulatory protein DOT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOT6 PE=1 SV=1"	"0.000"	"63.835"	"22"	"9"	"19"	"9"	"670"	"73.0"	"9.48"	"68.25"	"9"	"1"
"False"	"High"	"IsMasterProtein"	"P39007"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STT3 PE=1 SV=2"	"0.000"	"63.615"	"11"	"8"	"66"	"8"	"718"	"81.5"	"8.00"	"186.23"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P38353"	"Sec sixty-one protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSH1 PE=1 SV=1"	"0.000"	"63.564"	"19"	"6"	"33"	"6"	"490"	"53.3"	"8.09"	"112.31"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P39517"	"ATP-dependent RNA helicase DHH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DHH1 PE=1 SV=1"	"0.000"	"63.513"	"20"	"7"	"35"	"7"	"506"	"57.5"	"7.97"	"123.72"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P46784"	"40S ribosomal protein S10-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS10B PE=1 SV=1"	"0.000"	"63.413"	"40"	"5"	"304"	"2"	"105"	"12.7"	"9.07"	"994.95"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q08199"	"Nucleotide exchange factor SIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIL1 PE=1 SV=1"	"0.000"	"63.326"	"20"	"7"	"38"	"7"	"421"	"48.2"	"5.55"	"120.52"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P43611"	"Outer spore wall protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OSW7 PE=1 SV=1"	"0.000"	"63.323"	"12"	"4"	"27"	"4"	"510"	"59.3"	"4.78"	"114.47"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12211"	"tRNA pseudouridine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUS1 PE=1 SV=1"	"0.000"	"63.231"	"15"	"6"	"21"	"5"	"544"	"62.1"	"8.13"	"60.04"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P41697"	"Bud site selection protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUD6 PE=1 SV=1"	"0.000"	"63.197"	"14"	"7"	"21"	"7"	"788"	"88.8"	"7.78"	"56.75"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P53297"	"PAB1-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PBP1 PE=1 SV=1"	"0.000"	"63.162"	"8"	"4"	"30"	"4"	"722"	"78.7"	"6.92"	"95.03"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P38737"	"Proteasome component ECM29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM29 PE=1 SV=1"	"0.000"	"63.001"	"8"	"10"	"29"	"10"	"1868"	"210.3"	"6.55"	"89.16"	"10"	"1"
"False"	"High"	"IsMasterProtein"	"P38791"	"Deoxyhypusine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DYS1 PE=1 SV=1"	"0.000"	"62.950"	"21"	"7"	"26"	"7"	"387"	"42.9"	"5.77"	"88.43"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q06708"	"Vacuole morphology and inheritance protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAC14 PE=1 SV=1"	"0.000"	"62.922"	"11"	"6"	"16"	"6"	"880"	"99.7"	"5.50"	"57.38"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q04991"	"Protein FMP42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMP42 PE=1 SV=1"	"0.000"	"62.918"	"12"	"6"	"24"	"6"	"504"	"56.1"	"7.08"	"69.88"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P42943"	"T-complex protein 1 subunit eta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCT7 PE=1 SV=1"	"0.000"	"62.867"	"27"	"7"	"20"	"7"	"550"	"59.7"	"5.55"	"63.63"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P32855"	"Exocyst complex component SEC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC8 PE=1 SV=1"	"0.000"	"62.783"	"13"	"8"	"32"	"8"	"1065"	"122.1"	"6.74"	"97.58"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P53848"	"Folic acid synthesis protein FOL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FOL1 PE=1 SV=2"	"0.000"	"62.657"	"13"	"7"	"17"	"7"	"824"	"93.1"	"6.44"	"66.05"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q06629"	"HDA1 complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HDA2 PE=1 SV=1"	"0.000"	"62.632"	"13"	"6"	"26"	"6"	"674"	"77.0"	"8.70"	"68.50"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P38086"	"DNA repair and recombination protein RDH54 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RDH54 PE=1 SV=4"	"0.000"	"62.611"	"6"	"5"	"22"	"5"	"958"	"107.9"	"9.19"	"90.47"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P13259"	"Choline-phosphate cytidylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCT1 PE=1 SV=2"	"0.000"	"62.434"	"23"	"8"	"20"	"8"	"424"	"49.4"	"8.70"	"61.58"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P53236"	"Chromatin structure-remodeling complex subunit RSC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC1 PE=1 SV=1"	"0.000"	"62.302"	"7"	"5"	"31"	"5"	"928"	"106.6"	"6.52"	"90.47"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P11632"	"Non-histone chromosomal protein 6A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NHP6A PE=1 SV=1"	"0.000"	"62.273"	"63"	"7"	"49"	"7"	"93"	"10.8"	"9.76"	"123.79"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"Q01159"	"mRNA-capping enzyme subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CEG1 PE=1 SV=2"	"0.000"	"62.228"	"20"	"8"	"25"	"8"	"459"	"52.7"	"5.82"	"79.99"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"Q07915"	"Ribosome biogenesis protein RLP24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RLP24 PE=1 SV=1"	"0.000"	"62.224"	"25"	"4"	"32"	"4"	"199"	"24.0"	"9.57"	"128.89"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P40303"	"Proteasome subunit alpha type-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE6 PE=1 SV=1"	"0.000"	"62.169"	"30"	"5"	"25"	"5"	"254"	"28.4"	"7.36"	"92.90"	"5"	"1"
