PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
P06787	P32380	1	0	Model	4ds7	6	A	0	95.1	98.0	4	147	-	E	0	93.9	5.2	896	944	-	P06787-P32380-MDL-4ds7.pdb6-A-0-E-0.pdb
P06787	P53141	1	0	Model	1m46	2	A	0	34.8	87.1	14	141	-	A	1	100.0	99.3	2	149	-	P06787-P53141-MDL-1m46.pdb2-A-0-A-1.pdb
P06787	Q04439	1	0	Model	4l79	1	B	0	60.8	96.6	5	146	-	A	0	40.1	57.0	36	730	-	P06787-Q04439-MDL-4l79.pdb1-B-0-A-0.pdb
P06839	P32776	1	0	Structure	5oqj	1	0	0	94.2	90.7	18	723	-	1	0	50.2	99.5	1	639	-	P06839-P32776-EXP-5oqj.pdb1-0-0-1-0.pdb
P06839	Q03290	1	0	Structure	5oqj	1	0	0	94.2	90.7	18	723	-	3	0	100.0	43.0	8	145	-	P06839-Q03290-EXP-5oqj.pdb1-0-0-3-0.pdb
P06839	Q04673	1	0	Structure	5oqj	1	0	0	94.2	90.7	18	723	-	6	0	86.9	72.7	123	457	-	P06839-Q04673-EXP-5oqj.pdb1-0-0-6-0.pdb
P07143	P07143	1	0	Structure	3cx5	1	O	0	100.0	80.3	62	309	-	D	0	100.0	80.3	62	309	-	P07143-P07143-EXP-3cx5.pdb1-O-0-D-0.pdb
P07143	P07256	1	0	Structure	3cx5	1	O	0	100.0	80.3	62	309	-	L	0	99.8	94.3	27	457	-	P07143-P07256-EXP-3cx5.pdb1-O-0-L-0.pdb
P07143	P08067	1	0	Structure	3cx5	1	O	0	100.0	80.3	62	309	-	P	0	100.0	86.0	31	215	-	P07143-P08067-EXP-3cx5.pdb1-O-0-P-0.pdb
P07143	P08525	1	0	Structure	3cx5	1	D	0	100.0	80.3	62	309	-	H	0	100.0	98.9	2	94	-	P07143-P08525-EXP-3cx5.pdb1-D-0-H-0.pdb
P07143	P22289	1	0	Structure	3cx5	1	D	0	100.0	80.3	62	309	-	I	0	100.0	86.4	2	58	-	P07143-P22289-EXP-3cx5.pdb1-D-0-I-0.pdb
P07143	P37299	1	0	Structure	6hu9	1	D	0	100.0	79.9	62	308	-	J	0	100.0	98.7	2	77	-	P07143-P37299-EXP-6hu9.pdb1-D-0-J-0.pdb
P07149	P07149	1	0	Structure	2uv8	1	H	0	99.4	99.8	5	2050	-	I	0	99.4	99.8	5	2050	-	P07149-P07149-EXP-2uv8.pdb1-H-0-I-0.pdb
P07149	P19097	1	0	Structure	2uv8	1	G	1	99.4	99.8	5	2050	-	C	0	92.3	92.6	1	1747	-	P07149-P19097-EXP-2uv8.pdb1-G-1-C-0.pdb
P07170	P07170	1	0	Structure	1dvr	1	B	0	98.6	99.1	3	222	-	A	0	98.6	99.1	3	222	-	P07170-P07170-EXP-1dvr.pdb1-B-0-A-0.pdb
P07213	P07213	1	0	Structure	2gw1	1	B	0	94.7	83.3	94	607	-	A	0	94.7	83.3	94	607	-	P07213-P07213-EXP-2gw1.pdb1-B-0-A-0.pdb
P07236	P07236	1	0	Structure	3uh0	1	A	0	97.4	93.3	32	462	-	A	1	97.4	93.3	32	462	-	P07236-P07236-EXP-3uh0.pdb1-A-0-A-1.pdb
P07249	P11746	1	0	Model	1mnm	1	B	0	69.1	45.8	80	160	-	A	0	100.0	29.7	15	99	-	P07249-P11746-MDL-1mnm.pdb1-B-0-A-0.pdb
P07251	P09457	1	0	Structure	6cp6	1	A	0	100.0	93.0	39	545	-	Y	0	100.0	78.3	24	189	-	P07251-P09457-EXP-6cp6.pdb1-A-0-Y-0.pdb
P07251	P30902	1	0	Structure	6cp6	1	B	0	100.0	92.8	39	544	-	7	0	100.0	98.3	4	174	-	P07251-P30902-EXP-6cp6.pdb1-B-0-7-0.pdb
P07251	P38077	1	0	Structure	3zia	2	A	0	100.0	88.8	61	544	-	G	0	96.0	88.7	34	309	-	P07251-P38077-EXP-3zia.pdb2-A-0-G-0.pdb
P07251	Q12349	1	0	Structure	6cp6	1	B	0	100.0	92.8	39	544	-	6	0	100.0	71.8	36	124	-	P07251-Q12349-EXP-6cp6.pdb1-B-0-6-0.pdb
P07255	Q2V2P9	1	0	Structure	6hu9	1	u	0	100.0	93.2	2	56	-	x	0	100.0	68.2	22	66	-	P07255-Q2V2P9-EXP-6hu9.pdb1-u-0-x-0.pdb
P07256	P07257	1	0	Structure	3cx5	1	L	0	99.8	94.3	27	457	-	M	0	100.0	95.7	17	368	-	P07256-P07257-EXP-3cx5.pdb1-L-0-M-0.pdb
P07256	P08067	1	0	Structure	3cx5	1	A	0	99.8	94.3	27	457	-	E	0	100.0	86.0	31	215	-	P07256-P08067-EXP-3cx5.pdb1-A-0-E-0.pdb
P07256	P08525	1	0	Structure	3cx5	1	L	0	99.8	94.3	27	457	-	S	0	100.0	98.9	2	94	-	P07256-P08525-EXP-3cx5.pdb1-L-0-S-0.pdb
P07256	P22289	1	0	Structure	3cx5	1	L	0	99.8	94.3	27	457	-	T	0	100.0	86.4	2	58	-	P07256-P22289-EXP-3cx5.pdb1-L-0-T-0.pdb
P07256	P37299	1	0	Structure	6giq	1	A	0	100.0	94.3	27	457	-	V	0	100.0	66.2	11	61	-	P07256-P37299-EXP-6giq.pdb1-A-0-V-0.pdb
P07257	P07257	1	0	Structure	3cx5	1	M	0	100.0	95.7	17	368	-	B	0	100.0	95.7	17	368	-	P07257-P07257-EXP-3cx5.pdb1-M-0-B-0.pdb
P07257	P37299	1	0	Structure	6hu9	1	M	0	100.0	95.7	17	368	-	U	0	100.0	98.7	2	77	-	P07257-P37299-EXP-6hu9.pdb1-M-0-U-0.pdb
P07260	P12962	1	0	Structure	6fc3	1	A	0	95.0	84.0	35	213	-	B	0	95.6	28.0	1	45	-	P07260-P12962-EXP-6fc3.pdb1-A-0-B-0.pdb
P07260	P36041	1	0	Structure	6fc1	1	A	0	92.1	88.7	25	213	-	B	0	98.4	9.7	90	150	-	P07260-P36041-EXP-6fc1.pdb1-A-0-B-0.pdb
P07260	P39935	1	0	Structure	1rf8	1	A	0	98.1	100.0	1	213	-	B	0	100.0	10.3	391	488	-	P07260-P39935-EXP-1rf8.pdb1-A-0-B-0.pdb
P07260	P39936	1	0	Model	1rf8	1	A	0	98.1	100.0	1	213	-	B	0	57.1	10.0	369	459	-	P07260-P39936-MDL-1rf8.pdb1-A-0-B-0.pdb
P07267	P07267	1	0	Structure	1dpj	2	A	0	100.0	81.2	77	405	-	A	1	100.0	81.2	77	405	-	P07267-P07267-EXP-1dpj.pdb2-A-0-A-1.pdb
P07270	P07270	1	0	Structure	1a0a	1	B	0	98.4	19.9	251	312	-	A	0	98.4	19.9	251	312	-	P07270-P07270-EXP-1a0a.pdb1-B-0-A-0.pdb
P07270	P32337	1	0	Structure	3w3x	1	B	0	100.0	3.2	141	150	-	A	0	94.3	99.4	6	1088	-	P07270-P32337-EXP-3w3x.pdb1-B-0-A-0.pdb
P07271	P07271	1	0	Structure	5o6b	1	B	0	96.0	61.5	237	764	-	A	0	97.2	63.1	237	778	-	P07271-P07271-EXP-5o6b.pdb1-B-0-A-0.pdb
P07271	P15873	1	0	Structure	6e49	1	D	0	100.0	2.0	815	831	-	B	0	100.0	98.8	1	255	-	P07271-P15873-EXP-6e49.pdb1-D-0-B-0.pdb
P07272	P07272	1	0	Structure	1pyi	1	B	0	100.0	7.7	30	99	-	A	0	100.0	9.7	30	117	-	P07272-P07272-EXP-1pyi.pdb1-B-0-A-0.pdb
P07273	P08518	1	0	Structure	3po3	1	S	0	98.8	53.1	146	309	-	B	0	92.0	98.4	20	1224	-	P07273-P08518-EXP-3po3.pdb1-S-0-B-0.pdb
P07274	P60010	1	0	Dom_dom_model	3chw	-	P	-	24.8	99.2	2	126	Profilin	A	-	76.9	97.1	5	375	Actin	P07274-P60010-MDD-Profilin-Actin-3chw-P-1-139-A-5-375.pdb
P07275	P07275	1	0	Structure	4oe6	1	B	0	92.9	91.0	43	565	-	B	1	92.9	91.0	43	565	-	P07275-P07275-EXP-4oe6.pdb1-B-0-B-1.pdb
P07276	P07276	1	0	Structure	4q0z	1	B	0	99.5	21.5	762	983	-	A	0	96.9	22.1	756	983	-	P07276-P07276-EXP-4q0z.pdb1-B-0-A-0.pdb
P07276	P32776	1	0	Structure	2lox	1	B	0	100.0	1.9	661	680	-	A	0	100.0	17.8	2	115	-	P07276-P32776-EXP-2lox.pdb1-B-0-A-0.pdb
P07278	P07278	1	0	Model	3tnp	1	E	0	40.0	64.9	142	411	-	B	0	40.0	64.9	142	411	-	P07278-P07278-MDL-3tnp.pdb1-E-0-B-0.pdb
P07280	P0CX51	1	0	Structure	6fai	1	T	0	100.0	99.3	2	144	-	Q	0	100.0	88.8	3	129	-	P07280-P0CX51-EXP-6fai.pdb1-T-0-Q-0.pdb
P07280	P0CX55	1	0	Structure	6fai	1	T	0	100.0	99.3	2	144	-	S	0	100.0	92.5	2	136	-	P07280-P0CX55-EXP-6fai.pdb1-T-0-S-0.pdb
P07342	P07342	1	0	Structure	6bd9	1	B	0	100.0	82.1	83	646	-	A	0	95.8	82.4	83	648	-	P07342-P07342-EXP-6bd9.pdb1-B-0-A-0.pdb
P07347	P07347	1	0	Dom_dom_model	4xpd	-	B	-	84.7	30.7	82	166	Acetyltransf_1	C	-	16.5	24.8	82	152	Acetyltransf_1	P07347-P07347-MDD-Acetyltransf_1-Acetyltransf_1-4xpd-B-22-171-C-14-147.pdb
P07347	P12945	1	0	Structure	4xnh	1	B	0	87.6	94.5	2	226	-	A	0	94.5	97.4	23	854	-	P07347-P12945-EXP-4xnh.pdb1-B-0-A-0.pdb
P07347	Q08689	1	0	Structure	4xnh	1	B	0	87.6	94.5	2	226	-	C	0	91.4	98.9	3	176	-	P07347-Q08689-EXP-4xnh.pdb1-B-0-C-0.pdb
P07560	P07560	1	0	Structure	1g16	1	B	0	92.9	78.1	19	186	-	C	0	97.0	77.7	19	185	-	P07560-P07560-EXP-1g16.pdb1-B-0-C-0.pdb
P07560	P17065	1	0	Structure	2eqb	1	A	0	100.0	78.6	19	187	-	B	0	100.0	12.1	51	142	-	P07560-P17065-EXP-2eqb.pdb1-A-0-B-0.pdb
P07560	P19524	1	0	Dom_dom_model	5jcz	-	D	-	47.2	74.4	22	181	Ras	C	-	35.9	6.2	1383	1480	DIL	P07560-P19524-MDD-Ras-DIL-5jcz-D-13-174-C-1685-1788.pdb
P07560	P32864	1	0	Dom_dom_model	3cpj	-	B	-	43.5	74.4	22	181	Ras	G	-	21.3	59.7	46	434	GDI	P07560-P32864-MDD-Ras-GDI-3cpj-B-15-176-G-6-443.pdb
P07560	P39958	1	0	Structure	3cph	1	A	0	100.0	81.4	20	194	-	G	0	100.0	97.8	5	445	-	P07560-P39958-EXP-3cph.pdb1-A-0-G-0.pdb
P07560	Q08484	1	0	Model	2g77	1	B	0	42.6	75.3	20	181	-	A	0	85.1	60.9	246	633	-	P07560-Q08484-MDL-2g77.pdb1-B-0-A-0.pdb
P07703	P08518	1	0	Dom_dom_model	5c4x	-	C	-	8.1	20.0	54	324	RNA_pol_L	B	-	92.2	29.8	753	1124	RNA_pol_Rpb2_6	P07703-P08518-MDD-RNA_pol_L-RNA_pol_Rpb2_6-5c4x-C-19-255-B-752-1124.pdb
P07703	P20436	1	0	Structure	6eu3	1	C	0	100.0	100.0	1	335	-	H	0	95.9	100.0	1	146	-	P07703-P20436-EXP-6eu3.pdb1-C-0-H-0.pdb
P07703	P22138	1	0	Structure	4c2m	1	C	0	100.0	91.0	31	335	-	B	0	98.8	99.4	8	1203	-	P07703-P22138-EXP-4c2m.pdb1-C-0-B-0.pdb
P07703	P22139	1	0	Structure	4c2m	2	R	0	100.0	91.0	31	335	-	Y	0	100.0	98.6	1	69	-	P07703-P22139-EXP-4c2m.pdb2-R-0-Y-0.pdb
P07703	P22276	1	0	Structure	6eu3	1	C	0	100.0	100.0	1	335	-	B	0	100.0	97.0	36	1149	-	P07703-P22276-EXP-6eu3.pdb1-C-0-B-0.pdb
P07703	P28000	1	0	Structure	4c2m	1	C	0	100.0	91.0	31	335	-	K	0	100.0	71.1	42	142	-	P07703-P28000-EXP-4c2m.pdb1-C-0-K-0.pdb
P07703	P40422	1	0	Structure	4c2m	1	C	0	100.0	91.0	31	335	-	L	0	100.0	62.9	27	70	-	P07703-P40422-EXP-4c2m.pdb1-C-0-L-0.pdb
P07703	P47006	1	0	Structure	4c2m	2	R	0	100.0	91.0	31	335	-	3	0	92.4	67.4	25	181	-	P07703-P47006-EXP-4c2m.pdb2-R-0-3-0.pdb
P07834	P07834	1	0	Structure	2p63	2	D	0	98.0	6.5	223	273	-	C	0	98.1	6.7	222	273	-	P07834-P07834-EXP-2p63.pdb2-D-0-C-0.pdb
P07834	P38634	1	0	Structure	3v7d	1	B	0	94.1	61.1	269	744	-	E	0	100.0	3.5	71	80	-	P07834-P38634-EXP-3v7d.pdb1-B-0-E-0.pdb
P07834	P52286	1	0	Structure	3v7d	1	B	0	94.1	61.1	269	744	-	A	0	74.7	95.9	3	188	-	P07834-P52286-EXP-3v7d.pdb1-B-0-A-0.pdb
P07884	P07884	1	0	Structure	3eph	1	B	0	98.3	95.6	13	421	-	A	0	98.3	95.6	13	421	-	P07884-P07884-EXP-3eph.pdb1-B-0-A-0.pdb
P08018	P23561	1	0	Model	4qo9	3	B	1	35.2	42.1	363	643	-	A	0	32.2	42.3	410	712	-	P08018-P23561-MDL-4qo9.pdb3-B-1-A-0.pdb
P08018	P25390	1	0	Dom_dom_model	3enm	-	C	-	36.6	37.4	365	623	Pkinase	A	-	21.9	18.9	1039	1310	Pkinase	P08018-P25390-MDD-Pkinase-Pkinase-3enm-C-54-314-A-54-314.pdb
P08018	P32485	1	0	Dom_dom_model	3is5	-	D	-	24.8	21.0	362	506	Pkinase	C	-	24.5	56.1	25	301	Pkinase	P08018-P32485-MDD-Pkinase-Pkinase-3is5-D-135-302-C-135-393.pdb
P08018	P40073	1	0	Structure	2vkn	1	C	0	88.9	1.3	93	101	-	A	0	100.0	18.0	299	364	-	P08018-P40073-EXP-2vkn.pdb1-C-0-A-0.pdb
P08018	P53599	1	0	Dom_dom_model	4ix3	-	A	-	16.1	21.1	365	510	Pkinase	B	-	21.1	9.0	1271	1414	Pkinase	P08018-P53599-MDD-Pkinase-Pkinase-4ix3-A-173-358-B-173-358.pdb
P08067	P08525	1	0	Structure	3cx5	1	E	0	100.0	86.0	31	215	-	H	0	100.0	98.9	2	94	-	P08067-P08525-EXP-3cx5.pdb1-E-0-H-0.pdb
P08067	P22289	1	0	Structure	3cx5	1	P	0	100.0	86.0	31	215	-	T	0	100.0	86.4	2	58	-	P08067-P22289-EXP-3cx5.pdb1-P-0-T-0.pdb
P08067	P37299	1	0	Structure	6giq	1	E	0	100.0	86.0	31	215	-	V	0	100.0	66.2	11	61	-	P08067-P37299-EXP-6giq.pdb1-E-0-V-0.pdb
P08417	P08417	1	0	Structure	1yfm	1	A	1	97.8	94.1	27	485	-	A	2	97.8	94.1	27	485	-	P08417-P08417-EXP-1yfm.pdb1-A-1-A-2.pdb
P08432	P08432	1	0	Model	2oo0	1	B	0	46.1	83.3	76	463	-	A	0	46.1	83.3	76	463	-	P08432-P08432-MDL-2oo0.pdb1-B-0-A-0.pdb
P08518	P08518	1	0	Structure	1twf	2	B	0	90.6	98.6	18	1224	-	B	1	90.6	98.6	18	1224	-	P08518-P08518-EXP-1twf.pdb2-B-0-B-1.pdb
P08518	P16370	1	0	Structure	1twf	1	B	0	90.6	98.6	18	1224	-	C	0	100.0	83.6	3	268	-	P08518-P16370-EXP-1twf.pdb1-B-0-C-0.pdb
P08518	P20433	1	0	Structure	4by7	1	B	0	92.5	98.4	20	1224	-	D	0	81.7	98.6	4	221	-	P08518-P20433-EXP-4by7.pdb1-B-0-D-0.pdb
P08518	P20434	1	0	Structure	3j1n	1	B	0	90.8	98.4	20	1224	-	E	0	100.0	99.5	2	215	-	P08518-P20434-EXP-3j1n.pdb1-B-0-E-0.pdb
P08518	P20435	1	0	Structure	1twf	2	B	1	90.6	98.6	18	1224	-	F	1	100.0	54.2	72	155	-	P08518-P20435-EXP-1twf.pdb2-B-1-F-1.pdb
P08518	P22139	1	0	Structure	1twf	1	B	0	90.6	98.6	18	1224	-	J	0	100.0	92.9	1	65	-	P08518-P22139-EXP-1twf.pdb1-B-0-J-0.pdb
P08518	P27692	1	0	Model	6ir9	-	B	-	76.4	97.8	25	1221	-	W	-	40.2	25.3	274	542	-	P08518-P27692-MDL-pdb6ir9.ent-B-0-W-0.pdb
P08518	P27999	1	0	Structure	1twf	2	B	0	90.6	98.6	18	1224	-	I	0	100.0	100.0	1	122	-	P08518-P27999-EXP-1twf.pdb2-B-0-I-0.pdb
P08518	P29055	1	0	Structure	4bbr	1	B	0	95.4	98.4	20	1224	-	M	0	100.0	55.9	22	214	-	P08518-P29055-EXP-4bbr.pdb1-B-0-M-0.pdb
P08518	P34087	1	0	Structure	5c3e	1	B	0	96.0	98.4	20	1224	-	G	0	100.0	100.0	1	171	-	P08518-P34087-EXP-5c3e.pdb1-B-0-G-0.pdb
P08518	P38902	1	0	Structure	1twf	2	B	1	90.6	98.6	18	1224	-	K	1	100.0	95.0	1	114	-	P08518-P38902-EXP-1twf.pdb2-B-1-K-1.pdb
P08518	P40352	1	0	Structure	5vvr	1	B	0	100.0	98.6	18	1224	-	M	0	88.4	52.4	229	797	-	P08518-P40352-EXP-5vvr.pdb1-B-0-M-0.pdb
P08518	P40422	1	0	Structure	1twf	2	B	1	90.6	98.6	18	1224	-	L	1	100.0	65.7	25	70	-	P08518-P40422-EXP-1twf.pdb2-B-1-L-1.pdb
P08518	P41895	1	0	Structure	5ip7	1	B	0	92.8	98.4	20	1224	-	Q	0	100.0	2.0	21	35	-	P08518-P41895-EXP-5ip7.pdb1-B-0-Q-0.pdb
P08518	P41896	1	0	Structure	5fyw	1	B	0	96.1	98.4	20	1223	-	R	0	63.6	78.2	58	370	-	P08518-P41896-EXP-5fyw.pdb1-B-0-R-0.pdb
P08518	Q04307	1	0	Structure	3qt1	1	B	0	91.5	98.4	20	1224	-	I	0	37.9	25.5	4	31	-	P08518-Q04307-EXP-3qt1.pdb1-B-0-I-0.pdb
P08525	P08525	1	0	Structure	3cx5	1	S	0	100.0	98.9	2	94	-	H	0	100.0	98.9	2	94	-	P08525-P08525-EXP-3cx5.pdb1-S-0-H-0.pdb
P08536	P08536	1	0	Structure	1g8f	1	A	1	99.6	99.8	2	511	-	A	2	99.6	99.8	2	511	-	P08536-P08536-EXP-1g8f.pdb1-A-1-A-2.pdb
P08539	P11972	1	0	Dom_dom_model	1fqj	-	A	-	32.2	63.3	41	461	G-alpha	B	-	9.7	16.6	421	687	RGS	P08539-P11972-MDD-G-alpha-RGS-1fqj-A-28-339-B-299-413.pdb
P08539	P18851	1	0	Model	1gp2	1	A	0	38.1	93.4	26	466	-	B	0	36.8	90.5	37	419	-	P08539-P18851-MDL-1gp2.pdb1-A-0-B-0.pdb
P08638	P08638	1	0	Structure	2ere	1	B	0	92.3	7.3	35	99	-	A	0	92.3	7.3	35	99	-	P08638-P08638-EXP-2ere.pdb1-B-0-A-0.pdb
P08678	P08678	1	0	Model	5lfn	2	D	0	30.2	12.8	854	1113	-	C	0	30.2	12.8	854	1113	-	P08678-P08678-MDL-5lfn.pdb2-D-0-C-0.pdb
P08679	P08679	1	0	Model	5uzq	1	A	0	60.6	93.0	26	453	-	A	1	60.6	93.0	26	453	-	P08679-P08679-MDL-5uzq.pdb1-A-0-A-1.pdb
P08964	P08964	1	0	Model	3bz9	2	A	0	46.2	34.9	60	732	-	A	1	46.2	34.9	60	732	-	P08964-P08964-MDL-3bz9.pdb2-A-0-A-1.pdb
P08964	P32492	1	0	Model	3bz7	2	A	1	45.9	34.9	60	732	-	A	0	42.6	46.2	40	718	-	P08964-P32492-MDL-3bz7.pdb2-A-1-A-0.pdb
P08964	P53141	1	0	Model	1w7i	1	A	0	39.2	41.5	13	813	-	B	0	42.6	94.0	8	147	-	P08964-P53141-MDL-1w7i.pdb1-A-0-B-0.pdb
P09064	P32481	1	0	Structure	3jap	1	l	0	88.9	50.5	127	270	-	k	0	93.8	80.1	98	519	-	P09064-P32481-EXP-3jap.pdb1-l-0-k-0.pdb
P09064	P32911	1	0	Structure	3jaq	1	l	0	88.9	50.5	127	270	-	m	0	100.0	79.6	23	108	-	P09064-P32911-EXP-3jaq.pdb1-l-0-m-0.pdb
P09064	P38912	1	0	Structure	3jap	1	l	0	88.9	50.5	127	270	-	i	0	100.0	72.5	5	115	-	P09064-P38912-EXP-3jap.pdb1-l-0-i-0.pdb
P09119	P24279	1	0	Structure	5v8f	1	9	0	82.8	88.5	59	512	-	3	0	68.6	98.2	17	970	-	P09119-P24279-EXP-5v8f.pdb1-9-0-3-0.pdb
P09119	P32833	1	0	Structure	5udb	1	9	0	82.8	88.5	59	512	-	B	0	91.1	56.5	268	617	-	P09119-P32833-EXP-5udb.pdb1-9-0-B-0.pdb
P09119	P38132	1	0	Structure	5v8f	1	9	0	82.8	88.5	59	512	-	7	0	92.1	93.3	4	791	-	P09119-P38132-EXP-5v8f.pdb1-9-0-7-0.pdb
P09119	P54784	1	0	Structure	5v8f	1	9	0	82.8	88.5	59	512	-	A	0	78.0	52.2	432	908	-	P09119-P54784-EXP-5v8f.pdb1-9-0-A-0.pdb
P09119	P54791	1	0	Structure	5v8f	1	9	0	82.8	88.5	59	512	-	D	0	93.1	90.7	46	525	-	P09119-P54791-EXP-5v8f.pdb1-9-0-D-0.pdb
P09435	P25294	1	0	Model	5nro	1	A	0	51.7	87.7	3	571	-	B	0	56.1	15.3	8	61	-	P09435-P25294-MDL-5nro.pdb1-A-0-B-0.pdb
P09435	P25491	1	0	Model	5nro	1	A	0	51.7	87.7	3	571	-	B	0	55.2	13.9	7	63	-	P09435-P25491-MDL-5nro.pdb1-A-0-B-0.pdb
P09435	P53940	1	0	Model	5nro	1	A	0	51.7	87.7	3	571	-	B	0	48.3	11.0	8	65	-	P09435-P53940-MDL-5nro.pdb1-A-0-B-0.pdb
P09624	P09624	1	0	Structure	1v59	1	B	0	100.0	95.8	22	499	-	A	0	100.0	95.8	22	499	-	P09624-P09624-EXP-1v59.pdb1-B-0-A-0.pdb
P09624	P16451	1	0	Dom_dom_model	3rnm	-	A	-	78.0	21.8	380	488	Pyr_redox_dim	E	-	43.6	7.8	172	207	E3_binding	P09624-P16451-MDD-Pyr_redox_dim-E3_binding-3rnm-A-354-463-E-110-145.pdb
P09733	P17119	1	0	Model	4lnu	1	A	0	75.3	97.8	1	437	-	K	0	33.6	45.8	386	719	-	P09733-P17119-MDL-4lnu.pdb1-A-0-K-0.pdb
P09733	P38198	1	0	Dom_dom_model	6mzg	-	D	-	45.8	43.8	3	214	Tubulin	E	-	12.5	13.6	329	552	CLASP_N	P09733-P38198-MDD-Tubulin-CLASP_N-6mzg-D-3-214-E-310-534.pdb
P09733	P40013	1	0	Model	3jak	1	A	0	75.0	98.4	1	440	-	N	0	44.8	33.4	8	122	-	P09733-P40013-MDL-3jak.pdb1-A-0-N-0.pdb
P09733	P46675	1	0	Structure	4u3j	1	A	0	98.4	98.0	1	438	-	C	0	100.0	27.1	319	559	-	P09733-P46675-EXP-4u3j.pdb1-A-0-C-0.pdb
P09734	P40013	1	0	Model	3jak	1	A	0	73.4	98.9	1	440	-	M	0	44.8	33.4	8	122	-	P09734-P40013-MDL-3jak.pdb1-A-0-M-0.pdb
P09734	P46675	1	0	Model	4u3j	1	A	0	90.0	98.4	1	438	-	C	0	100.0	27.1	319	559	-	P09734-P46675-MDL-4u3j.pdb1-A-0-C-0.pdb
P09798	P16522	1	0	Model	5lcw	1	J	0	32.4	62.7	230	756	-	C	0	32.1	91.7	10	583	-	P09798-P16522-MDL-5lcw.pdb1-J-0-C-0.pdb
P09798	P38042	1	0	Dom_dom_model	5fzq	-	B	-	20.8	8.1	635	702	TPR_12	C	-	27.6	3.2	546	569	TPR_8	P09798-P38042-MDD-TPR_12-TPR_8-5fzq-B-1-69-C-71-103.pdb
P09938	P09938	1	0	Structure	1smq	1	D	0	95.2	83.7	26	359	-	A	0	98.5	83.7	26	359	-	P09938-P09938-EXP-1smq.pdb1-D-0-A-0.pdb
P09938	P21524	1	0	Structure	2cvy	1	B	0	100.0	1.8	393	399	-	A	0	97.6	73.9	91	746	-	P09938-P21524-EXP-2cvy.pdb1-B-0-A-0.pdb
P09938	P49723	1	0	Structure	1jk0	1	A	0	100.0	83.7	26	359	-	B	0	93.0	82.6	11	295	-	P09938-P49723-EXP-1jk0.pdb1-A-0-B-0.pdb
P09950	P09950	1	0	Structure	5txr	1	B	0	99.0	87.8	68	548	-	A	0	100.0	87.4	70	548	-	P09950-P09950-EXP-5txr.pdb1-B-0-A-0.pdb
P09959	P09959	1	0	Structure	2xfv	1	B	0	100.0	13.4	2	109	-	A	0	100.0	13.4	2	109	-	P09959-P09959-EXP-2xfv.pdb1-B-0-A-0.pdb
P09959	Q00684	1	0	Structure	5xw5	1	C	0	100.0	1.0	157	164	-	A	0	96.2	66.8	1	368	-	P09959-Q00684-EXP-5xw5.pdb1-C-0-A-0.pdb
P0C074	P49955	1	0	Structure	5zwo	1	6	0	100.0	98.8	1	84	-	1	0	100.0	84.0	156	971	-	P0C074-P49955-EXP-5zwo.pdb1-6-0-1-0.pdb
P0C074	Q02554	1	0	Structure	6g90	1	Z	0	100.0	97.6	2	84	-	Q	0	87.3	57.8	125	376	-	P0C074-Q02554-EXP-6g90.pdb1-Z-0-Q-0.pdb
P0C074	Q04693	1	0	Structure	5zwo	1	6	0	100.0	98.8	1	84	-	3	0	90.4	96.0	56	1361	-	P0C074-Q04693-EXP-5zwo.pdb1-6-0-3-0.pdb
P0C074	Q06835	1	0	Structure	6g90	1	Z	0	100.0	97.6	2	84	-	S	0	100.0	96.3	2	104	-	P0C074-Q06835-EXP-6g90.pdb1-Z-0-S-0.pdb
P0C0V8	P0C0W1	1	0	Structure	6fai	1	V	0	100.0	100.0	1	87	-	W	0	100.0	99.2	2	130	-	P0C0V8-P0C0W1-EXP-6fai.pdb1-V-0-W-0.pdb
P0C0V8	P25443	1	0	Structure	6fai	1	V	0	100.0	100.0	1	87	-	C	0	100.0	85.4	34	250	-	P0C0V8-P25443-EXP-6fai.pdb1-V-0-C-0.pdb
P0C0V8	P32905	1	0	Structure	6fai	1	V	0	100.0	100.0	1	87	-	A	0	99.5	81.7	2	207	-	P0C0V8-P32905-EXP-6fai.pdb1-V-0-A-0.pdb
P0C0V8	P35997	1	0	Structure	6fai	1	V	0	100.0	100.0	1	87	-	b	0	100.0	98.8	2	82	-	P0C0V8-P35997-EXP-6fai.pdb1-V-0-b-0.pdb
P0C0W1	P0CX29	1	0	Structure	6fai	1	W	0	100.0	99.2	2	130	-	X	0	100.0	99.3	2	145	-	P0C0W1-P0CX29-EXP-6fai.pdb1-W-0-X-0.pdb
P0C0W1	P0CX47	1	0	Structure	6fai	1	W	0	100.0	99.2	2	130	-	L	0	100.0	89.7	6	145	-	P0C0W1-P0CX47-EXP-6fai.pdb1-W-0-L-0.pdb
P0C0W1	P25443	1	0	Structure	6fai	1	W	0	100.0	99.2	2	130	-	C	0	100.0	85.4	34	250	-	P0C0W1-P25443-EXP-6fai.pdb1-W-0-C-0.pdb
